Iteration	Posterior	Likelihood	Prior	r1	r2
70200	-98.48843	-98.46933	-0.01909484	0.135465	0.5672296
70400	-101.7829	-99.64503	-2.137865	0.2748756	1.487204
70600	-101.4503	-101.7842	0.3338964	0.06904098	0.457158
70800	-102.8457	-99.66905	-3.17661	0.5560929	1.725359
71000	-102.1438	-98.46473	-3.679105	0.4905756	2.042124
71200	-100.17	-98.50482	-1.665214	0.2876597	1.238095
71400	-100.0167	-99.03098	-0.9857736	0.2713	0.914734
71600	-101.0806	-99.81775	-1.262873	0.3267189	0.9978648
71800	-98.84707	-99.87015	1.023073	0.04497572	0.1366349
72000	-99.27342	-99.34708	0.07366598	0.105821	0.5504932
72200	-103.278	-99.95902	-3.318976	0.3557917	1.996843
72400	-98.48821	-98.47454	-0.01366996	0.1343496	0.5656326
72600	-104.0438	-98.93076	-5.113043	0.7336761	2.515993
72800	-98.75554	-98.79061	0.03506957	0.149346	0.5262664
73000	-99.57208	-98.98475	-0.5873304	0.1669391	0.8198733
73200	-105.3509	-98.55338	-6.797474	0.8587404	3.233144
73400	-99.2209	-98.8206	-0.4003028	0.1984292	0.6948694
73600	-98.35274	-98.61305	0.2603088	0.1022878	0.460705
73800	-99.71691	-98.83347	-0.8834402	0.1967631	0.9381042
74000	-98.58965	-99.67808	1.088427	0.03632882	0.1126046
74200	-102.0151	-101.5255	-0.4896165	0.2563273	0.6816281
74400	-99.38474	-98.58737	-0.7973667	0.231428	0.8604026
74600	-98.38444	-98.5007	0.1162609	0.1306168	0.5043999
74800	-100.6988	-98.70409	-1.994756	0.367946	1.322579
75000	-99.21657	-98.79058	-0.4259905	0.2003043	0.7058382
75200	-98.58317	-99.47947	0.8962982	0.05874636	0.1862517
75400	-97.72752	-98.55722	0.8297064	0.05847458	0.2198194
75600	-102.7093	-98.52666	-4.182655	0.5790168	2.205458
75800	-98.33598	-98.4685	0.1325283	0.1209446	0.5059384
76000	-98.65847	-98.8093	0.1508236	0.1075678	0.5101676
76200	-101.9446	-99.34227	-2.602329	0.3217371	1.672575
76400	-100.1218	-99.28231	-0.8395072	0.2618479	0.8510529
76600	-98.30072	-98.84622	0.5455018	0.09375637	0.3266399
76800	-99.21477	-99.19272	-0.02205224	0.115727	0.5884463
77000	-101.4993	-98.4694	-3.029938	0.4256522	1.782464
77200	-103.6306	-98.6022	-5.028352	0.5844513	2.622872
77400	-98.58808	-98.46907	-0.1190118	0.151771	0.6008821
77600	-100.0572	-99.24872	-0.8085233	0.2573094	0.8400994
77800	-103.0104	-99.38449	-3.625892	0.5956255	1.910468
78000	-97.78995	-98.60947	0.8195246	0.06041399	0.2229709
78200	-100.0621	-98.96519	-1.096878	0.2816197	0.9599665
78400	-98.87091	-98.53508	-0.3358249	0.1602962	0.7007635
78600	-100.6983	-98.54371	-2.154629	0.3285564	1.441905
78800	-98.69841	-98.4593	-0.2391139	0.1587102	0.6539939
79000	-99.15477	-98.78623	-0.3685431	0.1938141	0.6836047
79200	-99.96557	-100.6174	0.6518049	0.09560059	0.2716441
79400	-98.13185	-98.47799	0.3461409	0.1056126	0.4144641
79600	-102.3445	-98.85502	-3.489434	0.4210935	2.016771
79800	-98.52713	-99.37113	0.8440034	0.04359444	0.2275511
80000	-98.57628	-98.46947	-0.1068058	0.1439013	0.6026488
80200	-99.24285	-99.8396	0.5967435	0.09753842	0.297237
80400	-100.342	-98.46405	-1.877958	0.3163952	1.315731
80600	-99.64283	-100.3011	0.6582652	0.05338637	0.3106282
80800	-97.62763	-98.457	0.8293775	0.05496746	0.223491
81000	-99.99161	-99.25275	-0.73886	0.2492473	0.8133299
81200	-100.8356	-98.45698	-2.378663	0.3712096	1.511269
81400	-100.2736	-98.72746	-1.546116	0.3205416	1.145664
81600	-100.2551	-98.73226	-1.522861	0.2570743	1.197503
81800	-98.0063	-99.0677	1.061404	0.03732577	0.1251196
82000	-98.0719	-98.45838	0.3864836	0.09783821	0.4020672
82200	-97.99979	-98.84691	0.8471159	0.04663158	0.2229576
82400	-101.2116	-99.9735	-1.238068	0.3274639	0.9847171
82600	-100.1634	-100.4659	0.3024536	0.07838105	0.4635393
82800	-99.93377	-98.54837	-1.385398	0.290371	1.095475
83000	-103.3985	-100.5864	-2.812146	0.5454548	1.553766
83200	-100.3472	-100.9328	0.5855514	0.1061208	0.2942507
83400	-101.6095	-99.03135	-2.578194	0.4534503	1.528794
83600	-99.2335	-98.4846	-0.7488963	0.203486	0.8641094
83800	-97.85972	-98.87295	1.01323	0.03212171	0.1544105
84000	-102.0749	-98.71939	-3.355551	0.4201415	1.950781
84200	-98.19529	-98.45715	0.2618563	0.1111665	0.4510526
84400	-98.34883	-98.53942	0.1905885	0.1248909	0.472962
84600	-99.0526	-98.4687	-0.5839007	0.1985766	0.7865209
